input_len,output_len,layer_size,encoder_type,encoder_layers,decoder_type,decoder_layers,attention_type,attention_scale,attention_dropout,attention_causal,num,epoch,ensemble,smape,mase*
18,6,128,bi,2,uni,1,none,False,0.0,False,8,7,False,22.26165449202349,4.635972427180723
18,6,128,bi,2,uni,1,none,False,0.0,False,8,7,True,22.261738835615606,4.635992723815493
18,6,128,bi,2,uni,1,none,False,0.0,False,8,8,False,22.261633980768046,4.6359674796548695
18,6,128,bi,2,uni,1,none,False,0.0,False,8,8,True,22.261721719492456,4.6359885967251575
18,6,128,bi,2,uni,1,none,False,0.0,False,8,9,False,22.26161734368119,4.63596348646377
18,6,128,bi,2,uni,1,none,False,0.0,False,8,9,True,22.26170459374375,4.635984471125918
18,6,128,bi,2,uni,1,none,False,0.0,False,8,10,False,22.261601150585925,4.635959589432333
18,6,128,bi,2,uni,1,none,False,0.0,False,8,10,True,22.261691344028065,4.635981278004624
18,6,128,bi,2,uni,1,none,False,0.0,False,8,11,False,22.26158809379506,4.63595646785921
18,6,128,bi,2,uni,1,none,False,0.0,False,8,11,True,22.261678157644184,4.635978103163808
18,6,128,bi,2,uni,1,none,False,0.0,False,8,12,False,22.261576464627755,4.635953683890713
18,6,128,bi,2,uni,1,none,False,0.0,False,8,12,True,22.26166634158135,4.635975270213276
18,6,128,bi,2,uni,1,none,False,0.0,False,8,13,False,22.261565520377882,4.635951057004224
18,6,128,bi,2,uni,1,none,False,0.0,False,8,13,True,22.26165449202349,4.635972427180723
18,6,128,bi,2,uni,1,none,False,0.0,False,8,14,False,22.26155602178797,4.635948778252839
18,6,128,bi,2,uni,1,none,False,0.0,False,8,14,True,22.261644246028165,4.6359699559910705
18,6,128,bi,2,uni,1,none,False,0.0,False,8,15,False,22.261546498547695,4.635946497207171
18,6,128,bi,2,uni,1,none,False,0.0,False,8,15,True,22.261633980768046,4.6359674796548695
18,6,128,bi,2,uni,1,none,False,0.0,False,9,1,False,22.26188406004993,4.636028428565493
18,6,128,bi,2,uni,1,none,False,0.0,False,9,1,True,22.26188406004993,4.636028428565493
18,6,128,bi,2,uni,1,none,False,0.0,False,9,2,False,22.26183235626167,4.6360159029605486
18,6,128,bi,2,uni,1,none,False,0.0,False,9,2,True,22.261858214422094,4.636022168695542
18,6,128,bi,2,uni,1,none,False,0.0,False,9,3,False,22.261790413154603,4.636005749141889
18,6,128,bi,2,uni,1,none,False,0.0,False,9,3,True,22.26183235626167,4.6360159029605486
18,6,128,bi,2,uni,1,none,False,0.0,False,9,4,False,22.261754010684708,4.635996899955273
18,6,128,bi,2,uni,1,none,False,0.0,False,9,4,True,22.261811385367814,4.636010825100554
18,6,128,bi,2,uni,1,none,False,0.0,False,9,5,False,22.26172346967551,4.635989504857199
18,6,128,bi,2,uni,1,none,False,0.0,False,9,5,True,22.261790413154603,4.636005749141889
